Month,Network Availability (%)
2023-06,72.39601237538673
2023-07,55.237778516794144
2023-08,59.22846691054207
2023-09,48.934707903780065
2023-10,55.30428999002328
2023-11,54.67353951890034
2023-12,75.1579647489192
2024-01,71.69936814100433
2024-02,63.56203341628155
2024-03,55.93614898570003
2024-04,57.388316151202744
2024-05,63.45194546059195
