Start,End,Duration,Max Elevation,Cloud Cover,Turbulence,Day/Night
2023-06-01 04:21:20,2023-06-01 04:24:48,0:03:28.412549,28.5,1.9398947457108722,2.0011881473491168e-12,day
2023-06-01 16:33:34,2023-06-01 16:38:08,0:04:33.821689,43.59,1.978805278064516,2.0011881473491168e-12,day
2023-06-02 05:42:18,2023-06-02 05:44:49,0:02:30.909381,23.88,2.0,2.0011881473491168e-12,day
2023-06-02 16:19:48,2023-06-02 16:24:49,0:05:01.228983,68.02,2.0,2.001188147349117e-12,day
2023-06-03 05:28:05,2023-06-03 05:32:08,0:04:02.914675,34.53,2.0,2.0011881473491168e-12,day
2023-06-03 16:06:14,2023-06-03 16:11:19,0:05:04.905970,78.44,2.0,2.001188147349117e-12,day
2023-06-04 05:14:13,2023-06-04 05:19:00,0:04:47.075570,52.2,1.8780658420972223,2.0011881473491168e-12,day
2023-06-04 15:52:54,2023-06-04 15:57:39,0:04:44.985137,50.5,1.5913467962386365,2.0011881473491168e-12,day
