start_time,end_time,duration,max_elevation,slant_range_km,cloud_cover,atmospheric_attenuation_db,turbulence_cn2,turbulence_loss_db,total_loss_db,data_rate_bps,eb_n0_db,network_available
2023-06-01 05:58:56,2023-06-01 06:00:35,0:01:38.564422,21.5,4141.9873045223185,1.1754347619958183,828.3974609044637,1.831730462537738e-12,0.0,1134.182242349711,inf,inf,False
2023-06-01 16:31:13,2023-06-01 16:36:06,0:04:53.230274,59.33,-1311.5139542303398,1.6803332037807646,0.0,1.831730462537738e-12,,,,,False
2023-06-02 05:44:23,2023-06-02 05:48:14,0:03:50.859379,32.43,2560.9128218301926,2.0,512.1825643660385,1.831730462537738e-12,0.0,838.5280235738605,inf,inf,False
2023-06-02 16:18:06,2023-06-02 16:22:17,0:04:11.189505,36.8,1914.10699328204,2.0,382.82139865640806,1.831730462537738e-12,0.0,706.638286173016,inf,inf,False
2023-06-03 05:30:28,2023-06-03 05:35:12,0:04:44.415154,51.46,-232.36573655786273,2.0,0.0,1.831730462537738e-12,,,,,False
2023-06-03 16:05:26,2023-06-03 16:08:01,0:02:34.874154,24.13,3768.841358393123,2.0,753.7682716786246,1.831730462537738e-12,0.0,1083.4699921377305,inf,inf,False
2023-06-04 05:16:48,2023-06-04 05:21:51,0:05:03.252469,84.26,-3652.1248933916286,1.5843560606060607,0.0,1.8317304625377387e-12,,,,,False
2023-06-04 17:26:23,2023-06-04 17:28:00,0:01:36.449165,21.41,4154.6515819884,0.4815277777777778,830.93031639768,1.831730462537738e-12,0.0,1115.9244052236195,inf,inf,True
