Month,Average_Data_Transmitted_per_Pass_(Gbits)
2023-06,59.356496980980474
2023-07,64.04872828043071
2023-08,77.77266465478495
2023-09,31.331703400473927
2023-10,144.14212286632568
2023-11,79.32349374918002
2023-12,126.67419278880955
2024-01,99.93019648726774
2024-02,112.59159025038093
2024-03,68.6916775123696
2024-04,92.08668239452729
2024-05,56.193763544993885
