Month,Network Availability (%)
2023-06,93.1129056833765
2023-07,97.33834803992478
2023-08,97.80124403298134
2023-09,91.0014947683109
2023-10,96.67293504990597
2023-11,93.00448430493273
2023-12,99.20439751193403
2024-01,97.75784753363229
2024-02,99.33508582031854
2024-03,95.19745407203818
2024-04,99.1778774289985
2024-05,99.14653551280198
